restaurant_id,name,rating,price,review_count,categories,primary_category,category_id,location_id,latitude,longitude
NEW-692988,Tofu Tofu,4.6,$$,587,"Korean, Juice Bars & Smoothies, Barbeque",Korean,7,261,40.7176299520983,-73.9954301342368
NEW-146402,Bowery Meat Company,4.1,$$$$,683,"Steakhouses, Wine Bars",Chinese,1,262,40.72457207599233,-73.99183956085875
NEW-465243,Da Claudio,4.3,$$$,682,"Italian, Cocktail Bars, Seafood",Italian,6,263,40.71087,-74.00753
NEW-684183,Medusa The Greek,4.4,$$,319,"Greek, Mediterranean",Chinese,1,264,40.67857,-73.97885
NEW-550688,Supermoon Bakehouse,4.3,$$,1107,"Bakeries, Desserts, Sandwiches",Chinese,1,265,40.719856452169005,-73.98723927387086
NEW-252049,St Tropez West Village,4.3,$$$,310,"Wine Bars, French, Tapas/Small Plates",French,2,266,40.737054,-74.00384677146978
NEW-370631,Benjamin Steakhouse Prime,4.4,$$$$,551,"Seafood, Steakhouses, Cocktail Bars",Chinese,1,267,40.75145573088978,-73.97965075275545
NEW-112181,Shanghai 21,4.1,$$,2094,Shanghainese,Chinese,1,268,40.71441,-73.99902
NEW-895299,Russ & Daughters,4.3,$$,2961,"Bagels, Smokehouse, Bakeries",Chinese,1,269,40.722589,-73.9882828294139
NEW-361104,Saigon Shack,4.1,$$,2803,"Vietnamese, Sandwiches, Coffee & Tea",Vietnamese,8,270,40.72969,-74.000629
NEW-170923,La Marchande,4.3,$$$,66,"French, Brasseries",French,2,271,40.705286,-74.007803
NEW-289201,Mastro's Steakhouse,4.2,$$$$,1018,Steakhouses,Chinese,1,272,40.761091681735635,-73.9801313166685
NEW-21737,Montesacro Pinseria Brooklyn,4.4,$$,311,"Italian, Pizza, Bars",Italian,6,273,40.71338,-73.95136
NEW-4497,Vite Vinosteria,4.3,$$,732,"Italian, Wine Bars",Italian,6,274,40.762936342378225,-73.92116617379394
NEW-181131,Krupa Grocery,4.4,$$,429,"Bars, Coffee & Tea, New American",Chinese,1,276,40.6598242,-73.980508
NEW-180582,Da Long Yi Hot Pot,4.4,$$$,684,"Hot Pot, Szechuan",Chinese,1,277,40.716613,-73.996619
NEW-358126,Hey Yuet,4.4,$$,295,"Dim Sum, Cantonese",Chinese,1,278,40.747241,-73.996441
NEW-277861,Pio Pio 8,4.0,$$,2691,"Latin American, Peruvian",Chinese,1,279,40.760506289326,-73.994564488901
NEW-682694,Veselka,4.0,$$,3325,Ukrainian,Chinese,1,280,40.729025634333766,-73.98712
NEW-182568,B Side Pizza & Wine Bar,4.5,$$,1366,"Pizza, Wine Bars, Cocktail Bars",Chinese,1,282,40.76388,-73.98821
NEW-259286,Dai Hachi Sushi,4.5,$$,281,"Sushi Bars, Ramen, Lounges",Chinese,1,284,40.7463115904971,-73.95305585828432
NEW-97425,KAM RAI THAI,4.6,$$,240,"Cocktail Bars, Thai",Chinese,1,286,40.76433,-73.91072
NEW-754731,Santiago's Beer Garden,4.4,$$,978,"Dominican, Bars, Comfort Food",Chinese,1,287,40.79849,-73.93382
NEW-622731,Da Andrea - Chelsea,4.7,$$$,486,"Italian, Wine Bars, Cocktail Bars",Italian,6,288,40.742041,-74.000467
NEW-480875,Doughnut Plant,4.3,$$,3485,"Donuts, Coffee & Tea",Chinese,1,290,40.716337,-73.988577
NEW-554161,Uva,4.0,$$$,2871,"Italian, Wine Bars, Pizza",Italian,6,291,40.77219299003591,-73.95561517222123
NEW-102701,Shinka Ramen & Sake Bar,4.2,$$,462,"Ramen, Noodles, Cocktail Bars",Chinese,1,292,40.7170795322745,-73.9952574670315
NEW-262703,Mezze on the River,4.2,$$$,233,"Seafood, Mediterranean",Chinese,1,293,40.7112473,-74.0176642
NEW-789708,Mei Lai Wah Bakery,4.1,$,2227,"Bakeries, Dim Sum, Noodles",Chinese,1,294,40.7155758,-73.9979585
NEW-878620,Em Vietnamese Bistro,4.3,$$,206,"Vietnamese, Noodles, Seafood",Vietnamese,8,295,40.70275,-73.99127
NEW-484280,Cafe Katja,4.4,$$,866,"German, Bars, Austrian",Chinese,1,296,40.7177673,-73.990589
NEW-164697,Carroll Place,4.0,$$,1352,"Italian, Venues & Event Spaces, Cocktail Bars",Italian,6,297,40.7287,-73.99971
NEW-532372,Yuca Bar,4.0,$$,2115,"Latin American, Tapas Bars, Cocktail Bars",Chinese,1,298,40.7262,-73.9836
NEW-857889,The Clam,4.1,$$$,484,"Seafood, New American, Cocktail Bars",Chinese,1,299,40.7303076612002,-74.0068030357639
NEW-32201,Frida Midtown,4.4,$$$,225,"Mexican, Peruvian, Cocktail Bars",Mexican,5,300,40.75667,-73.969168
NEW-225631,Ramen Ishida,4.5,$$,359,"Ramen, Noodles, Soup",Chinese,1,301,40.7196298,-73.988366
NEW-974973,TØRST,4.4,$$,456,"Pubs, Beer Bar, New American",Chinese,1,302,40.7233949,-73.950856
NEW-10065,Les Enfants de Boheme,4.3,$$,380,"French, Cocktail Bars, Wine Bars",French,2,303,40.7136187,-73.9888503
NEW-413580,Kyuramen - Park Slope,4.3,$$,357,Ramen,Chinese,1,304,40.67791,-73.97929
NEW-574470,Senza Gluten,4.2,$$,847,"Italian, Gluten-Free",Italian,6,305,40.729091,-74.000327
NEW-468746,The Dead Rabbit,4.2,$$,2008,Cocktail Bars,Chinese,1,306,40.7032766048948,-74.01101979176725
NEW-708801,Adrienne's Pizzabar,3.9,$$,1897,"Pizza, Italian, Beer Bar",Italian,6,307,40.70429102137911,-74.01006057997135
NEW-920281,Golden Wuish The Duck House,4.3,$$$,208,"Asian Fusion, Dim Sum, Cocktail Bars",Chinese,1,308,40.707324,-74.006407
NEW-555100,Gnoccheria East Village,4.2,$$,603,"Italian, Wine Bars",Italian,6,309,40.723315,-73.983139
NEW-68513,Portale,4.5,$$$,243,"Italian, Bars",Italian,6,310,40.74023348892918,-73.9962661
NEW-109590,Luke's Lobster FiDi,4.3,$$,1285,"Seafood, Soup, Sandwiches",Chinese,1,311,40.7046213003984,-74.0107793876969
NEW-944802,Felice 15 Gold,4.1,$$$,503,"Wine Bars, Tuscan",Chinese,1,312,40.7078815,-74.00712879999999
NEW-917537,House of Joy,4.0,$$,445,"Dim Sum, Cantonese",Chinese,1,313,40.71495,-73.99841
NEW-652075,Trad Room,4.3,$$$,207,"Japanese, Sushi Bars, Cocktail Bars",Japanese,3,314,40.68391,-73.929419
NEW-684104,The Brazen Tavern,4.3,$$,479,"New American, Sports Bars",Chinese,1,315,40.7593269348145,-73.9913101196289
NEW-178148,OTB,4.3,$$,187,"New American, Breakfast & Brunch, Cocktail Bars",Chinese,1,316,40.710484,-73.963408
NEW-16577,Arden,4.6,$$$,116,New American,Chinese,1,317,40.6717311853659,-73.957878
NEW-397522,MáLà Project,4.2,$$,955,"Szechuan, Hot Pot",Chinese,1,318,40.72714681219886,-73.98541890324336
NEW-63929,Empellón,3.8,$$$,476,"Mexican, Cocktail Bars, Desserts",Mexican,5,320,40.75972,-73.97472
NEW-811419,Miti Miti,4.2,$$,1909,"Latin American, Mexican, Breakfast & Brunch",Mexican,5,321,40.6786672454389,-73.9791200818081
NEW-692456,Gyu-Kaku Japanese BBQ,4.0,$$$,1428,"Japanese, Barbeque, Asian Fusion",Japanese,3,322,40.75551830794478,-73.97041881177492
NEW-162101,Lilly's Craft and Kitchen,4.2,$$,1607,"New American, Breakfast & Brunch, Comfort Food",Chinese,1,323,40.76138,-73.99071
NEW-57159,Anton's,3.9,$$$,211,"American, Wine Bars, Cocktail Bars",Chinese,1,324,40.735702,-74.005761
NEW-472032,Ammazzacaffè,4.3,$$,374,"Cocktail Bars, Italian, Wine Bars",Italian,6,325,40.7113172,-73.9446243
NEW-450476,Chazz Palminteri Italian Restaurant,4.0,$$$,392,"Italian, Bars, Venues & Event Spaces",Italian,6,326,40.756473,-73.980563
NEW-170285,Terrace Restaurant and Bakery,4.6,$$,158,"American, Mexican, Breakfast & Brunch",Mexican,5,327,40.674397988541656,-73.98231996653998
NEW-822649,Antoya Korean BBQ,4.2,$$$,1193,"Korean, Barbeque",Korean,7,328,40.74811,-73.9872
NEW-107947,Toro Loco,4.0,$$,511,"Cocktail Bars, Mexican, Breakfast & Brunch",Mexican,5,329,40.70421,-74.01208
NEW-936454,El Born,4.3,$$,465,"Spanish, Wine Bars, Tapas/Small Plates",Spanish,4,330,40.7243479163883,-73.9512226101037
NEW-624724,Klom Klorm,4.3,$$,514,Thai,Chinese,1,331,40.70318,-73.91701
NEW-571270,Ace's Pizza,4.7,$$,235,"Pizza, Chicken Wings",Chinese,1,332,40.71505,-73.958365
NEW-176532,Piccoli Trattoria,4.3,$$,634,"Italian, Pasta Shops, Wine Bars",Italian,6,333,40.66518210863434,-73.98653954110445
NEW-94132,Claw Daddy's,4.0,$$$,1983,"Cajun/Creole, Seafood",Chinese,1,334,40.722071,-73.98847
NEW-987388,Old Tbilisi Garden,3.8,$$,576,"Modern European, Wine Bars, Georgian",Chinese,1,336,40.7287707,-74.0008161
NEW-454367,Shake Shack Madison Square Park,4.0,$$,5829,"Fast Food, Burgers, Ice Cream & Frozen Yogurt",Chinese,1,337,40.7409,-73.98796
NEW-140043,Omar's Kitchen and Rum Bar,3.9,$$$,299,"Caribbean, Bars",Chinese,1,338,40.720422,-73.984525
NEW-971066,GupShup,4.0,$$$,842,"Indian, Cocktail Bars, Breakfast & Brunch",Chinese,1,339,40.7368831,-73.98764
NEW-488747,Bar Belly,3.9,$$,262,"Jazz & Blues, Cocktail Bars, American",Chinese,1,340,40.71506,-73.9916
NEW-940541,La Vara,4.0,$$$,444,Spanish,Spanish,4,341,40.68781,-73.99576
NEW-813671,Hwa Yuan,3.9,$$$,534,Chinese,Chinese,1,342,40.7137,-73.99598
NEW-80575,Loukoumi Taverna,4.3,$$,595,Greek,Chinese,1,344,40.77079605926445,-73.9027408
NEW-923241,Go Nonna,4.4,$$,194,"Argentine, Italian",Italian,6,346,40.74832507137695,-73.9499416
NEW-675744,Claro,4.2,$$,372,"Mexican, New Mexican Cuisine, Cocktail Bars",Mexican,5,347,40.6773587963142,-73.9861984489446
NEW-274458,Spot Dessert Bar,4.1,$$,3554,"Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt",Chinese,1,348,40.72939696325248,-73.98892566258719
NEW-571388,Wok Wok Southeast Asian Kitchen,4.0,$$,1260,"Chinese, Malaysian, Thai",Chinese,1,351,40.7140555,-73.9988387116394
NEW-238003,Mr Mista Oh,4.5,$$,235,Korean,Korean,7,352,40.74332767519521,-73.9912032
NEW-488914,Empanada Mama,3.8,$,1003,"Latin American, Food Delivery Services, Burgers",Chinese,1,353,40.71876,-73.991026
NEW-713761,Diner,3.8,$$,820,"Diners, New American, Breakfast & Brunch",Chinese,1,354,40.71069,-73.96559
NEW-88991,Hatsuhana,4.2,$$$,1615,"Japanese, Sushi Bars",Japanese,3,355,40.75703,-73.97692
NEW-761661,Piccante,4.6,$$,268,Italian,Italian,6,356,40.633181,-74.027351
NEW-301760,R Lounge at Two Times Square,3.9,$$$,385,"Lounges, Steakhouses, American",Chinese,1,357,40.7597339,-73.9846097
NEW-777764,Bierhaus NYC,3.8,$$,1072,"German, Sports Bars",Chinese,1,358,40.75261,-73.97342
NEW-34479,Forever Thai,4.4,$$,218,Thai,Chinese,1,359,40.7039938,-73.9310911
NEW-690780,Toloache 50,4.0,$$$,2348,Mexican,Mexican,5,360,40.762227,-73.9856178382696
NEW-742041,Hillstone Restaurant,4.0,$$$,1240,"New American, Sushi Bars",Chinese,1,361,40.742666939835374,-73.98484186646938
NEW-728202,Essex,3.7,$$$,2403,"Bars, New American",Chinese,1,362,40.7196975497428,-73.9873982202378
NEW-204843,Patsy's Italian Restaurant,4.0,$$$,1294,"Italian, Southern, Wine Bars",Italian,6,363,40.76553,-73.98274
NEW-650974,Macao Trading Company,3.8,$$$,908,"Asian Fusion, Portuguese, Chinese",Chinese,1,365,40.719623,-74.003904
NEW-621851,Balzem,4.0,$$$,581,"Mediterranean, Tapas/Small Plates, Wine Bars",Chinese,1,366,40.721377,-73.995389
NEW-75193,Castell Rooftop Lounge,4.0,$$,292,"Lounges, Cocktail Bars, Tapas Bars",Chinese,1,367,40.75558,-73.99012
NEW-743890,Bijan's,3.9,$$,744,"New American, Cocktail Bars, Mediterranean",Chinese,1,368,40.6880003,-73.9866846895666
NEW-859811,Bombay Bistro,4.4,$$,309,"Indian, Cocktail Bars",Chinese,1,369,40.73136,-74.00253
NEW-938535,Legasea Bar & Grill,3.8,$$$,540,"New American, Bars",Chinese,1,370,40.75245723977984,-73.98936677488305
NEW-814641,Souvlaki GR,3.9,$$,1014,Greek,Chinese,1,371,40.721196,-73.987118
NEW-481985,Eleni's,4.3,$$$,234,Greek,Chinese,1,372,40.736601,-73.985085
NEW-262628,Dons Bogam BBQ & Wine Bar,4.0,$$$,1182,"Korean, Barbeque, Wine Bars",Korean,7,373,40.746873,-73.984392
NEW-712592,Treadwell Park,4.0,$$,276,"Beer Bar, American, Tapas/Small Plates",Chinese,1,374,40.71031141285253,-74.01658239999999
NEW-72549,Ampersand,4.3,$$,274,"Cocktail Bars, New American",Chinese,1,375,40.7386178790617,-73.9834206895483
NEW-77692,Harry's,4.1,$$$,873,"Steakhouses, Cafes, Bars",Chinese,1,376,40.704512,-74.009834
NEW-849993,Prince Tea House,4.4,$$,431,"Tea Rooms, Desserts, Breakfast & Brunch",Chinese,1,378,40.72951,-73.98643
NEW-237378,Caviar Russe,4.4,$$$$,210,"New American, Seafood",Chinese,1,379,40.76075,-73.97379
NEW-642340,Itaewon Pocha,4.1,$$,345,"Gastropubs, Korean",Korean,7,380,40.7475125111924,-73.9867554408843
NEW-533388,Kissaki Sushi,4.1,$$$$,276,"Sushi Bars, Japanese, Seafood",Japanese,3,381,40.72535,-73.99193
NEW-272040,Patiala Indian Grill,4.3,$$,717,Indian,Chinese,1,382,40.7534700430117,-73.99595067259492
NEW-433118,Salma,4.5,$$,224,"Lebanese, Breakfast & Brunch, Sandwiches",Chinese,1,383,40.730369942268375,-73.9837222575225
NEW-312804,Little Alley,4.0,$$,580,Shanghainese,Chinese,1,384,40.74744,-73.97728
NEW-588485,Kin Ramen,4.6,$$,574,"Ramen, Izakaya",Chinese,1,385,40.76435,-73.97904
NEW-820693,LunÀtico,4.3,$$,171,"Cocktail Bars, Tapas/Small Plates, Music Venues",Chinese,1,386,40.6834345006833,-73.9346118563989
NEW-612520,The Reading Room,4.5,$$$,158,"New American, Cocktail Bars, Breakfast & Brunch",Chinese,1,387,40.7555,-73.97802
NEW-876644,Tokyo Record Bar,3.9,$$$$,255,Izakaya,Chinese,1,388,40.73063650237976,-74.0000907846602
NEW-368051,Tavola,4.1,$$$,1547,"Italian, Pizza, Wine Bars",Italian,6,390,40.755403,-73.994516
NEW-741967,Sea Wolf - Bushwick,3.8,$$,771,"Cocktail Bars, Seafood, American",Chinese,1,391,40.70683,-73.9228
NEW-89446,Hole In The Wall - FiDi,4.2,$$,853,"Breakfast & Brunch, Coffee & Tea, Australian",Chinese,1,392,40.708426,-74.005657
NEW-529845,Stella's,4.5,$$,163,Caribbean,Chinese,1,393,40.6690414829378,-73.98545571626407
NEW-898035,Kushi Kushi Yaki,4.3,$$,208,"Tapas/Small Plates, Izakaya, Ramen",Chinese,1,394,40.747266,-73.9861784
NEW-180764,Suzuki Shokudo,4.6,$$,236,"Sushi Bars, Ramen",Chinese,1,395,40.753598566900095,-73.93190439177181
NEW-900647,Estiatorio Milos - Midtown New York,4.0,$$$$,1145,"Seafood, Greek, Mediterranean",Chinese,1,396,40.763541894630784,-73.97902511983438
NEW-82317,Monarch Izakaya Restaurant,4.4,$$,169,"Cocktail Bars, Breakfast & Brunch, Japanese",Japanese,3,397,40.715909,-73.962252
NEW-776121,Pita Palace,4.7,$,323,"Middle Eastern, Falafel",Chinese,1,398,40.7172335,-73.94504
NEW-606694,Club A Steakhouse,4.5,$$$$,3523,"Steakhouses, Venues & Event Spaces",Japanese,3,399,40.760074,-73.965574
NEW-236352,Marc Forgione,4.3,$$$,1056,New American,Japanese,3,400,40.71667,-74.00899
NEW-547170,Atera,4.4,$$$$,366,New American,Japanese,3,401,40.71694,-74.0057
NEW-795243,Beauty & Essex,4.0,$$$,4014,New American,Japanese,3,402,40.720434786101286,-73.98686057623863
NEW-666137,Kimura,4.5,$$$,484,"Japanese, Hot Pot, Sushi Bars",Japanese,3,403,40.72904325062745,-73.9882174
NEW-247785,Forma Pasta Factory,4.6,$$,815,"Pasta Shops, Italian, Salad",Italian,6,404,40.7238117,-73.95152088549953
NEW-167889,LĒNA,4.4,$$,244,"French, Wine Bars, Cocktail Bars",French,2,405,40.719135,-73.991758
NEW-74838,Yakiniku Futago Chelsea,4.2,$$$$,493,"Japanese, Barbeque, Steakhouses",Japanese,3,406,40.738851870947,-73.9941236398979
NEW-605150,Torishin,3.8,$$$$,406,Japanese,Japanese,3,407,40.76496,-73.98721
NEW-98552,Emporio,4.1,$$$,945,"Italian, Pizza",Italian,6,408,40.722647,-73.995246
NEW-718240,Bateaux New York,4.1,$$$$,369,"Venues & Event Spaces, American, Boat Tours",Japanese,3,409,40.7475765509369,-74.00929588716517
NEW-557724,Hop Lee Restaurant,3.9,$$,418,"Chinese, Seafood, Noodles",Chinese,1,410,40.71422,-73.99864
NEW-951113,Henry's End,4.1,$$$,420,"New American, Bars",Japanese,3,411,40.6987126,-73.99263839731027
NEW-291271,Brooklyn Dumpling Shop,3.8,$$,489,"Dim Sum, Asian Fusion",Japanese,3,412,40.72756,-73.98555
NEW-85250,Balade,4.1,$$,1141,"Mediterranean, Lebanese, Bars",Japanese,3,413,40.73028887013061,-73.9830423
NEW-468614,West New Malaysia,3.8,$$,937,Malaysian,Japanese,3,414,40.71549965706906,-73.99828502515052
NEW-230129,Mezcali,4.0,$$,167,"Tacos, Tapas/Small Plates, Cocktail Bars",Japanese,3,416,40.70745,-74.00748
NEW-691032,Reserve Cut,3.9,$$$$,361,"Steakhouses, Kosher, Asian Fusion",Japanese,3,417,40.70594,-74.01154
NEW-875787,Dekalb Market Hall,4.2,$$,805,Food Court,Korean,7,418,40.69076075086799,-73.98305726378
NEW-538228,Nino's 46,4.0,$$,1543,"Italian, Gluten-Free, Pizza",Italian,6,419,40.756899,-73.980507
NEW-309750,Benito One,4.2,$$,891,Italian,Italian,6,420,40.7200188460948,-73.9969412164592
NEW-908157,Super Taste,4.2,$,883,"Chinese, Noodles",Chinese,1,421,40.715117,-73.9933339
NEW-317836,Tacuba,3.8,$$,799,"Mexican, Latin American, Cocktail Bars",Mexican,5,422,40.755953,-73.924415
NEW-824078,The Paris Cafe,3.8,$$,422,"Cafes, Breakfast & Brunch, Cocktail Bars",Korean,7,423,40.70732,-74.00159
NEW-944758,Sala Thai Restaurant,4.4,$$,1019,Thai,Italian,6,426,40.780049,-73.980209
NEW-398298,Thailicious,4.6,$$,364,"Thai, Noodles, Cocktail Bars",Italian,6,427,40.71931,-73.9851608
NEW-363546,Copinette,4.1,$$$,276,"French, American, Seafood",French,2,428,40.754163762317674,-73.9662617
NEW-337015,Norma,4.4,$$,703,"Pizza, Sicilian",French,2,429,40.743553,-73.980026
NEW-346802,Berimbau Brazilian Kitchen - West Village,4.5,$$,313,"Brazilian, Breakfast & Brunch, Acai Bowls",French,2,430,40.73007,-74.00366
NEW-322172,Black Iron Burger,4.0,$$,1240,"Burgers, Beer Bar, Cocktail Bars",French,2,431,40.75427,-73.9903099
NEW-31606,Simò Pizza - Meatpacking,4.5,$$,279,"Pizza, Italian, Desserts",Italian,6,432,40.7392597584612,-74.0088130692187
NEW-35188,The Noortwyck,4.3,$$$,102,"New American, Seafood, Cocktail Bars",Spanish,4,433,40.732184555517,-74.0032725
NEW-37372,Verlaine,4.0,$$,1563,Cocktail Bars,Spanish,4,434,40.720079,-73.987785
TOK-603475,Gyukatsu MOTOMURA Tokyo Eki Yaesuguchi,4.8,￥￥,140,Japanese,Japanese,3,435,35.681375,139.770603
TOK-989554,Kyubey Ginza,4.7,￥￥￥￥,141,Sushi Bars,Chinese,1,436,35.6685097691225,139.761222451596
TOK-239276,Rokurinsha,4.5,￥,314,Ramen,Chinese,1,437,35.680068,139.76781
TOK-60244,IPPUDO Ginza,4.6,￥,243,"Ramen, Dumplings, Donburi",Chinese,1,438,35.670699,139.767429
TOK-628900,Kobebeef 511,4.6,￥￥￥￥,105,"Steakhouses, Japanese, Beer, Wine & Spirits",Japanese,3,439,35.674704,139.735364
TOK-486529,T's Tantan Tokyo Station Keiyo Street,4.7,￥,201,"Vegan, Ramen, Japanese Curry",Chinese,1,437,35.679754,139.76692
TOK-317810,Kyushu Jangara Akihabara Honten,4.8,￥,84,"Ramen, Donburi, Noodles",Chinese,1,440,35.700808,139.770676
TOK-716829,Tapas Molecular Bar,4.8,￥￥￥￥,45,"Asian Fusion, Tapas Bars, Gastropubs",Chinese,1,441,35.6870716988793,139.77308716625
TOK-653485,Narisawa,4.7,￥￥￥￥,68,Asian Fusion,Chinese,1,442,35.671529,139.722034
TOK-325067,AKIBA FUKUROU,4.8,￥,83,Themed Cafes,Chinese,1,443,35.700801,139.774836
TOK-330333,bills Ginza,4.4,￥￥,74,"Cafes, Desserts, Breakfast & Brunch",Chinese,1,444,35.673274,139.766543
TOK-937663,Sushizanmai Tsukiji Ekimae,4.7,￥￥,47,Sushi Bars,Chinese,1,445,35.6675715648913,139.772446538519
TOK-857029,Marugo,4.7,￥￥,52,Tonkatsu,Chinese,1,446,35.6991446091511,139.769706884314
TOK-341599,SOUL FOOD HOUSE,4.7,￥￥,62,"Western Style Japanese Food, American, Cajun/Creole",Chinese,1,447,35.655362,139.734572
TOK-554258,Kaneko Hannosuke,4.6,￥,88,"Tempura, Donburi",Chinese,1,448,35.6854024141766,139.775257246896
TOK-820243,NINJA AKASAKA,4.2,￥￥￥,114,"Gastropubs, Steakhouses, Sukiyaki",Chinese,1,449,35.677974,139.737277
TOK-710841,SUSHIZANMAI Honten,4.4,￥￥,191,"Sushi Bars, Seafood",Chinese,1,450,35.665917,139.770608
TOK-454678,Coco Ichibanya Jr Akihabara Station Syouwadooriguchi,4.6,￥,59,Japanese Curry,Chinese,1,451,35.6984567962002,139.775853614179
TOK-110792,Ichiran Shimbashi,4.5,￥,86,Ramen,Chinese,1,453,35.6671406436757,139.757028417149
TOK-186785,TsuruTonTan Udon Noodle Brasserie Ginza,4.3,￥￥,40,"Udon, Bars, Izakaya",Chinese,1,455,35.6724806,139.7629119
TOK-147017,Gyukatsu Ichi Ni San,4.8,￥,49,Tempura,Chinese,1,456,35.70203,139.7706244
TOK-542738,Sato Yosuke Ginza,4.5,￥,48,"Udon, Comfort Food",Chinese,1,457,35.671482,139.761507
TOK-734955,Sushisho Masa,4.9,￥￥￥￥,55,"Sushi Bars, Japanese",Japanese,3,459,35.6594639291003,139.72309243524
TOK-251095,Umegaoka Sushi No Midori Sohonten Ginza,4.5,￥￥,106,Sushi Bars,Chinese,1,460,35.6703869811431,139.759601
TOK-582893,Ichiran Shibuya,4.6,￥,722,Ramen,Chinese,1,461,35.661131,139.700987
TOK-98561,Devil Craft Kanda,4.4,￥￥,31,"Pizza, Pubs, Beer Bar",Chinese,1,462,35.689582,139.771157
TOK-578841,Tonkatsu Maisen Aoyama Honten,4.5,￥￥,196,"Tonkatsu, Kaiseki, Izakaya",Chinese,1,463,35.667988,139.711531
TOK-107574,Tokyo Shiba Tofuya Ukai,4.8,￥￥￥,45,"Kaiseki, Tofu Shops",Chinese,1,465,35.6575980632418,139.745124255345
TOK-25104,Oriental Lounge,4.9,￥￥￥,11,"Lounges, Cafes",Chinese,1,441,35.6869042,139.7730525
TOK-867723,Savoy Azabujuban ,4.7,￥￥,89,"Italian, Pizza, Beer, Wine & Spirits",Italian,6,466,35.6574127379978,139.732225355827
TOK-164367,Hitsumabushi Nagoya Bincho,4.7,￥￥,30,"Unagi, Comfort Food",Chinese,1,467,35.674371,139.765366
TOK-909912,Ekibenya Matsuri,4.5,￥￥,24,"Delicatessen, Onigiri, Bento",Chinese,1,437,35.681744,139.766811
TOK-702261,Gyūkatsu Motomura Shinjuku Minamiguchi,4.7,￥￥,128,"Tonkatsu, Canteen",Chinese,1,468,35.69322,139.701468
TOK-588219,A HAPPY PANCAKE Ginza,4.6,￥,96,"Cafes, Patisserie/Cake Shop, Pancakes",Chinese,1,470,35.670658,139.765263
TOK-394169,Nemuro hanamaru,4.3,￥￥,96,"Sushi Bars, Conveyor Belt Sushi",Chinese,1,471,35.6798409,139.7650921
TOK-709224,Turret COFFEE,4.6,￥,115,"Cafes, Coffee & Tea",Chinese,1,472,35.668022,139.771975
TOK-373270,Annam Indian Resturant Ginza,4.5,￥￥,54,"Indian, Gastropubs",Chinese,1,473,35.667536,139.761953
TOK-191045,Jirōmaru Shinjuku Honten,4.5,￥￥,226,Yakiniku,Chinese,1,474,35.69493,139.700426
TOK-115902,IPPUDO Roppongi,4.5,￥,72,Ramen,Chinese,1,475,35.663788,139.73227
TOK-41278,NOBU TOKYO,4.5,￥￥￥,26,"Sushi Bars, Kaiseki",Chinese,1,476,35.666287,139.744055
TOK-78823,Okonomiyaki Kiji Marunouchi,4.3,￥,45,"Okonomiyaki, Soba",Chinese,1,477,35.678457,139.765086
TOK-237015,Taniya,4.6,￥,27,Udon,Chinese,1,478,35.6846647214797,139.785671116364
TOK-419560,Eggs 'n Things Ginza,3.8,￥,50,"Hawaiian, Breakfast & Brunch, Desserts",Chinese,1,479,35.674285,139.768552
TOK-809243,Fuunji,4.6,￥,277,Ramen,Chinese,1,480,35.6868279,139.6966516
TOK-455494,鍋ぞう 新宿三丁目店,4.5,￥￥,118,"Sukiyaki, Hot Pot",Chinese,1,482,35.6911287349284,139.703586147396
TOK-613551,The French Toast Factory Yodobashi Akiba,4.5,￥,51,"Desserts, Cafes",Chinese,1,483,35.69877,139.774854
TOK-421549,Andaz tavern,4.4,￥￥￥,20,"Modern European, Lounges, Japanese",Japanese,3,484,35.6668078059161,139.749754384679
TOK-923926,NAKIRYU,4.6,￥,132,"Ramen, Noodles",Chinese,1,485,35.72868,139.730341
TOK-991864, ICHIRAN Shinjuku Kabukicho,4.7,￥,124,Ramen,Chinese,1,486,35.694412,139.701537
TOK-719408,Yakiniku Futago GINZA,4.7,￥￥,18,"Yakiniku, Izakaya, Horumon",Chinese,1,487,35.670136,139.760157
TOK-472184,ICHIRAN Asakusa ,4.5,￥,90,Ramen,Chinese,1,488,35.7118797302246,139.79670715332
TOK-734997,Ishikawa,4.8,￥￥￥￥,17,Kaiseki,Chinese,1,489,35.7012496695587,139.739410479443
TOK-361267,Asakusa Imahan Kokusaitōri Honten,4.8,￥￥￥￥,24,"Sukiyaki, Kaiseki, Steakhouses",Chinese,1,490,35.7139949316521,139.792136328246
TOK-479041,Yayoiken,4.6,￥,33,"Izakaya, Breakfast & Brunch, Canteen",Chinese,1,491,35.7087996676341,139.791586306951
TOK-217192,Ginza Kimuraya,4.4,￥,47,"Bakeries, Cafes",Chinese,1,492,35.6717557,139.7651673
TOK-81867,ICHIRAN Shibuya Spain-zaka,4.8,￥,73,Ramen,Chinese,1,493,35.660989,139.69871
TOK-770963,Hinatomaru Asakusa,4.7,￥,59,Sushi Bars,Chinese,1,495,35.711847,139.795839
TOK-713193,Mawashi Zushi KATSUMIDORI  SEIBU Shibuya,4.5,￥￥,144,Conveyor Belt Sushi,Chinese,1,496,35.660236,139.700514
TOK-640083,Rokkasen,4.8,￥￥￥,68,"Yakiniku, Sukiyaki",Chinese,1,497,35.6933694670044,139.698855
TOK-264966,PABLO mini Akihabara,4.6,￥,70,Desserts,Chinese,1,498,35.698088,139.772142
TOK-250424,Uokin honten,4.7,￥￥￥,17,Japanese,Japanese,3,499,35.6651230997705,139.757295142883
